,新聞,類別
10,（中央社記者王鴻國新北8日電）國民黨總統初選參選人朱立倫今天表示，不能假轉型正義之名，行對付政敵、修理政敵或是違反民主的作法，他主張二次轉型正義，就是希望未來去除民進黨這段期間的不當作為。前新北市長朱立倫今天下午在新北市議員葉元之陪同下參訪光點創意樂高機器人創客中心，他接受媒體訪問時就二次轉型正義主張說明指出，他贊成針對過去白色恐怖時代或是過往不當作為所做的轉型正義，但不能假轉型正義之名，行對付政敵、修理政敵或違反民主的作法。他表示，民進黨最近有很多的作法真的是不可思議，包括想要以國家安全為由針對特定人士，以「中共代言人」或「抹紅」的方式來修理對方，甚至連購買農產品都還要分顏色，這些作法都不應該存在。包括可以看到對於公投法的修正案，事實上是影響台灣的公投、影響台灣的民主，這一類違反公平正義，或者是像促轉會曾經要收羅一些人士的作法，或者是打擊政敵，這些都不應該存在。他表示，「二次轉型正義」就是希望未來能去除民進黨這段期間的不當作為，並不是針對過去大家真正希望的轉型正義去修改，而是針對民進黨這三年多對付政敵、影響台灣人權的作法，一定要導正回來。他強調，台灣不應該因為政黨輪替而去對付政敵，真正的作法應該是把違反民主的作法通通去除，讓台灣走向真正的民主。（編輯：張銘坤）1080708,政治
11,（中央社記者余祥台北8日電）國民黨總統初選參選人郭台銘今天指另兩位參選人韓國瑜和朱立倫由他人代簽初選公約，國民黨今天回應，4位參選人韓國瑜、朱立倫、周錫瑋、張亞中所繳交的公約都是親自簽署，無代理人簽署之事。國民黨總統初選競爭激烈，有前鴻海董事長郭台銘、高雄市長韓國瑜、前新北市長朱立倫、前台北縣長周錫瑋、孫文學校總校長張亞中等5人角逐，今天開始進行為期7天的初選民調。不過，由於郭台銘為5位參選人中唯一未簽署初選公約者，近日遭到部分支持者質疑破壞團結，更傳出可能脫黨參選。郭台銘今天表示，韓國瑜和朱立倫兩人是由代理人簽署，並呼籲黨中央儘速安排5位參選人親簽，不要陷他於不義。國民黨文傳會代理主委程美華表示，在6月11日參加初選同志座談會舉辦之前，組發會就把包括初選公約等相關資料交給各陣營，在座談會當天也一樣準備了相同的資料。程美華說，6月11日的座談會上，韓國瑜和朱立倫並未親自出席，但已事先簽好公約書，由代理人交至黨中央，除了郭台銘外，另2位親自出席的周錫瑋和張亞中也當場簽名。國民黨發布新聞稿指出，經查證，朱立倫、周錫瑋、張亞中、韓國瑜四位參選同志6月11日繳交的公約均由本人親自簽署，無代理人簽署之事。至於是否按照郭台銘建議，安排5位參選人親自簽署公約，程美華說，目前沒有這個規劃。「中國國民黨第15任總統副總統選舉總統候選人提名參加初選同志公約」內容主要是希望參選人承諾初選期間不惡意攻擊對手，若未獲得提名，也絕不違紀參選等。（編輯：鄭雪文）1080708,政治
12,（中央社記者葉素萍台北8日電）國民黨總統初選參選人郭台銘要送國旗帽給總統蔡英文，在出訪時配戴。蔡總統今天說，這是「製造假議題，創造聲量」，她強調「外交讓專業的來」，中華民國台灣的存在，不只是呈現在國旗上，也展現在外交領域工作。郭台銘昨天出席反鐵籠公投凱道大會師活動後，拿著要送給蔡總統的粉紅色中華民國國旗帽，走向總統府，但府方並未出面收下。蔡總統今天透過臉書貼文談郭台銘的國旗帽，她說，郭台銘似乎習慣於每一件事情都要按照他的方法來做。她尊重郭台銘的想法，但她不是郭台銘的員工。而且郭台銘昨天的舉動，「更像是為他自己初選的造勢，製造假議題，創造聲量。」蔡總統指出，總統的出訪有必須符合的國際外交規格和作為，對於外交領域的儀節，外交單位很專業，也都有很詳盡的規範，一切按照外交場合的正式儀節來。她強調，「中華民國台灣的存在，不只是呈現在國旗上，也展現在外交領域的工作上」。政府在國際上努力走出去，她即將到加勒比海友邦進行自由民主永續之旅的國是訪問，「就是呈現我們國家存在的事實」。蔡總統在這篇文末還標註「外交讓專業的來」、「我不大適合首富的風格」。（編輯：林沂鋒）1080708,政治
13,（中央社記者陳朝福高雄8日電）台灣基進高雄黨部主委李欣翰今天說，罷免高雄市長韓國瑜的罷韓行動開跑後，連署踴躍，辦公室已呈現「瀕臨癱瘓」狀態，導致工作人員極度過勞，將首波招收志工至少百名。台灣基進與公民割草行動等團體發起罷韓行動，下午在台灣基進高雄黨部召開記者會，台灣基進將累計收到的1萬100多份連署書移交給公民割草行動。預估至16日，相關團體收回的連署書總份數可達10萬份。李欣翰表示，罷韓行動開跑後，民眾從早到晚不斷湧入、電話也響個不停，工作人員將原訂工作延後全力投入罷韓行動，但依然無法消化罷韓人潮，也導致工作人員極度過勞。李欣翰表示，與公民割草行動預定於14日舉辦志工召募大會，首波招收百名志工，投入高雄全區進行連署宣講活動，以解決罷韓開跑後踴躍的連署，導致工作人員與志工的過勞狀況，也為罷韓行動做長期持久的準備。當天活動結束後，志工直接進行街頭宣講連署的實戰演練，並培訓連署書蒐整及民眾問題匯集與回覆等工作。公民割草行動代表也希望透過志工召募大會，吸引更多人共同加入罷韓的行列，且因收集到越來越多的連署書，急需培訓志工進行整理作業。（編輯：陳俊碩）1080708,政治
14,（中央社記者葉素萍台北8日電）副總統陳建仁今天出席「美國獨立243週年及美台旅遊年慶祝酒會」，期許在台美兩國政府與人民的共同努力下，兩國關係能夠持續穩定地成長與深化。陳副總統致詞提到，美國一直是台灣信賴的夥伴，也是最重要的盟友；7月4日當天，他看到電視新聞正好報導美國各地為慶祝獨立紀念日施放壯觀的煙火，讓他想起以前在約翰霍普金斯大學求學的美好時光，每年7月4日都能從學業中喘口氣，享受朋友陪伴，品嚐美味的美式燒烤。美國人的愛國心以及對自由、民主價值的強調，讓他印象特別深刻。陳副總統說，自由不僅僅是美國人民所珍視的價值，也是全人類生活的必需。台灣走過了漫長又艱難的旅程，才享有今日的民主和自由。台灣很自豪能夠在所有領域成就廣泛的自由，包含言論自由、媒體自由、宗教自由，還有婚姻的自由。他說，台灣不只誓言捍衛屬於自己的自由，更積極和美國與其他理念相近的國家互相合作，來共同促進世界各地的民主和自由。陳副總統提到，今年3月，台灣和美國共同舉辦「印太地區保衛宗教自由公民對話」，這是繼去年美國國務院在華府舉辦「促進宗教自由部長級會議」後，第一場在印太區域舉辦的宗教自由區域論壇。當時，他很榮幸地歡迎美國宗教自由無任所大使布朗貝克（Samuel Brownback）來台灣訪問。他說，不久以後，台美又共同宣布成立「印太民主治理諮商」，未來台美將透過這一平台，合作推動民主、自由與良善治理等共享的核心價值。由於擁有共享的價值，以及對自由、開放及繁榮區域的共同願景，台灣與美國自然而然成為盟友。陳副總統表示，今天的活動主題除了慶祝美國的生日，也包括「美台旅遊年」。對台灣人民而言，美國是最熱門的長途旅遊目的地，多數的台美人民可以免簽證互訪，而經常往訪台美的旅客，甚至還可以申請加入「全球入境」計畫加速通關。他期許，在台美兩國政府與人民的共同努力下，台灣和美國的關係能夠持續穩定地成長與深化；也期許在台美兩國及其他理念相同國家的合作下，美國開國元勳所追求的自由、民主與人權的普世價值，能夠早日在全世界的每一個角落生根、發芽、茁壯，讓全人類都能共享自由民主的幸福生活。包括前副總統蕭萬長、國家安全會議秘書長李大維、立法院長蘇嘉全、外交部長吳釗燮、經濟部長沈榮津、美國在台協會台北辦事處處長酈英傑（William Brent Christensen）都出席這場活動。（編輯：蘇龍麒）1080708,政治
15,（中央社記者王鴻國新北8日電）總統蔡英文今天接受媒體訪問時被問及國民黨總統初選參選人郭台銘、韓國瑜都自稱是蔡總統最怕的對手，蔡總統回應指出，她沒有怕誰的問題，「看起來是他們比較怕我吧」。蔡總統中午前往新北市議會與民主進步黨籍市議員舉行午餐便當會，聽取基層意見。蔡總統受訪時，媒體問到郭、韓都自稱是她最怕的對手。對此，蔡總統表示，她沒有怕誰的問題，倒是覺得「他們比較怕我吧」。蔡總統指出，這段時間以來，郭、韓齊心協力，在不同的機會場合都在批評或攻擊她，「看起來是他們比較怕我吧」。對於郭台銘聲稱要送國旗帽一事，蔡總統表示，郭董就是郭董，好像每件事都要用郭董的方法來做。總統出訪有一定規格及作為，隨身都會佩戴有國旗的小徽章。事實上，有很多場合是不適合戴帽子的。至於郭台銘要求公開競選費用，蔡總統指出，這沒有問題，她倒是覺得郭的花錢方式有舖天蓋地感覺。她所有的費用都有名目、有記錄，她也絕對沒有使用國家資源。對於韓國瑜建議徵兵募兵並行的說法，蔡總統表示，韓國瑜對整體國軍兵源理解是不足的，現在募兵兵源充足，應募者早已超過需要的兵源。蔡總統指出，如今很多年輕人認為加入國軍是生涯很好的選項，兵源品質愈來愈好。韓國瑜的觀察不正確，憲法也規定，政府在需要的情況下依然可徵兵，未來會持續強化後備軍力，整體兵源或服役人員的數量、質量都在持續精進。有關中研院前院長李遠哲認為蔡總統需要反省一事，蔡總統表示，「我們尊重他的看法」。（編輯：戴光育）1080708,政治
16,（中央社記者劉冠廷台北8日電）國民黨今天起展開總統初選民調，前立法院長王金平表示，希望能夠在公平的基礎上來完成民調；至於若是接到民調電話會支持誰，他則說，現在接到電話的可能性很少。國民黨總統初選競爭激烈，有前鴻海董事長郭台銘、高雄市長韓國瑜、前新北市長朱立倫、前台北縣長周錫瑋、孫文學校總校長張亞中角逐。國民黨初選民調將在8日至14日進行，為期7天，這次民調方式採全市內電話，並在15日公布結果。日前宣布不參與初選，但強調會參選到底的王金平，今天繼續跑行程，上午除了參加美國國慶慶祝酒會外，下午也將到台北市萬華區，與傳統市場幹部見面，以及到多個夜市掃街。王金平中午在出席美國國慶慶祝酒會後接受媒體訪問時，談到今天開始進行國民黨總統初選民調，他表示，希望能夠在公平的基礎上，來完成這個民調。王金平也談到，在民調之前，大家各擁其主，初選完成後，希望大家團結合作；至於若是接到民調電話，會支持誰，王金平則說，現在接到電話的可能性很少。韓國瑜在接受媒體專訪時，談到台灣應採取徵兵、募兵制並行，才能確保國家安全，對此，王金平表示，這個要有相當的配套，否則要落實，當然也有問題存在。此外，談到昨天未出席國民黨在凱達格蘭大道上舉辦的遊行活動，王金平表示，因為快中午才收到通知。至於是否覺得不被尊重，他說，不會覺得不尊重，每個人有每個人的作業方式，他既定行程已排滿，沒有辦法一下子全部挪開。（編輯：蘇龍麒）1080708,政治
17,（中央社記者余祥台北8日電）國民黨總統初選參選人郭台銘呼籲黨中央安排5位參選人一起親自簽署初選公約，同為參選人的朱立倫今天表示，大家都簽好了，親自簽的，不應該配合特定參選人再辦這樣的造勢活動，郭台銘把它簽了就好。國民黨總統初選民調今天開始為期7天，朱立倫中午在新北市長侯友宜的陪同下參拜板橋慈惠宮。侯友宜說，他為朱立倫打氣，盼媽祖庇蔭，讓台灣國泰民安、風調雨順，朱立倫能夠心想事成。郭台銘因未簽署初選公約遭質疑破壞團結，他今天指出，朱立倫和韓國瑜的公約書都是由他人代簽，呼籲黨中央安排讓5位參選人親自簽署公約。朱立倫今天主動提及要回應郭台銘，他說，沒有一個參與初選的人有任何特權，或是有任何假想將來可以違紀脫黨參選，一定要秉持這個原則。朱立倫說，當時他們都是親自簽了初選公約交給黨中央，郭董到現在還沒簽，呼籲郭董趕快簽。至於是否需要由黨中央安排5位參選人一起簽，朱立倫說，大家都簽好了，不應該配合特定候選人再辦這樣的造勢活動。近日朱立倫多次針對0至6歲國家養、富人稅議題與郭台銘交鋒，媒體詢問，是否藉由攻擊郭台銘換取支持度的提升，朱立倫說，他跟郭台銘是政策之爭，不是個人之爭。至於今天到郭台銘發跡的慈惠宮，是否有拚場意味，朱立倫說，這裡是他9年前宣布參選新北市長第一個參拜的地方，也是去年侯友宜參選市長第一個參拜的地方，天上聖母媽祖是全民的，他相信媽祖會保佑認真做事的朱立倫。朱立倫說，民進黨內傳言他們最害怕的是朱立倫，所以這幾天一定會灌票給特定參選人，他並呼籲國民黨支持者要堅定立場，不要讓民進黨操控初選。（編輯：林興盟）1080708,政治
18,（中央社記者顧荃台北8日電）國民黨立法院黨團批評「中共代理人」修法是選舉操作與綠色恐怖。行政院發言人Kolas今天說，思考立法是為保護台灣，而非傷害台灣，國民黨的批評是顛倒是非，無法分辨輕重緩急。總統蔡英文日前表示，國安五法完成後，立法院下會期會繼續努力完成「中共代理人」修法，嚴格規範人民、法人、團體或機構為中共進行危害國安的政治宣傳、發表聲明，參加中共所舉辦的會議。國民黨立法院黨團總召曾銘宗今天說，這是選舉操作；國民黨立委賴士葆則抨擊，製造綠色恐怖。對此，Kolas Yotaka（谷辣斯．尤達卡）回應，中國政府提出統一進程、企圖併吞台灣已是人盡皆知，政府為保護台灣人民，要依照法令提出各項作法讓人民安心。Kolas指出，思考立法的可能，是為保護台灣，而非傷害台灣。國民黨立院黨團的批評是顛倒是非，無法分辨輕重緩急。台灣有言論自由、民主、進步，而中國沒有，就是台灣與中國最大的區別，政府保護國家與國民，絕不可能傷害人民言論自由。（編輯：林興盟）1080708,政治
19,（中央社記者王淑芬高雄8日電）「Wecare高雄」發起「罷韓30行動」，發起人尹立今天偕公民割草行動幹部指出，罷韓連署行動遭技術性干擾，包括有人冒名要回收連署書，還有不實耳語流傳等，他們宣示「罷韓行動不會停」。啟動罷韓行動後，民眾熱情響應，台灣基進黨及公民割草行動在7月1日宣布回收連署書達到第一階段連署門檻，回收3萬份，目前罷韓行動持續進行，民進黨市議員、時代力量市議員黃捷、支持罷韓的店家也加入成為連署書回收站，連署書回收份數持續增加。尹立今天偕同公民割草幹部在左營高鐵站受訪，他說明目前兩團體回收連署書約8萬份，預計在7月中旬突破10萬份的目標；預計在韓國瑜就職週年12月25日達到第二階段罷免門檻，約30萬份連署目標。公民割草行動於日前查獲有有一男子假冒割草行動幹部到民進黨市議員鄭孟洳服務處欲領取連署書，已經報案。尹立表示，罷韓行動遭到技術性干擾，包括冒名收件領連署書、不實耳語稱罷韓行動難成勿再連署、志工被蛋襲及不理性辱罵等。「Wecare高雄」及公民割草行動宣示「罷韓行動不會停」，是一場長期抗戰的行動，籲民眾勿受外力干擾影響連署罷韓。尹立指出，到年底的罷韓第二階段，尚有近半年時間，期間是重要的公民溝通期，行動聯盟會擴大社會對話，也會評估是否舉辦活動等。公民割草行動張姓幹部說，「將結合所有罷韓力量整合成一支箭，射向目標」，他呼籲民眾努力朝目標前進。為免團體人力不足、人員過勞，台灣基進黨與公民割草也將合力招募志工。（編輯：陳俊碩）1080708,政治
