,新聞,類別
10,（中央社記者張建中新竹8日電）儲存型快閃記憶體(NAND Flash)價格走揚，記憶體模組廠威剛固態硬碟(SSD)改採限量供貨策略，記憶體控制晶片廠群聯下半年營運展望樂觀。隨著NAND Flash供應商陸續緊縮供給，加上日本加強管制光阻劑等3項關鍵電子材料出口南韓，市場掀起一波NAND Flash搶貨潮，正面帶動NAND Flash價格走揚。市場傳出，威剛因看好SSD價格將調漲，採取惜售策略，暫停SSD出貨。威剛對此表示，並無暫停SSD出貨一事，不過，確實進行限量供貨，優先支援老客戶。威剛初估，NAND Flash價格調漲約10%至15%，SSD產品價格也將同等幅調漲。群聯6月業績表現平穩，營收新台幣33.44億元，群聯預期，除NAND Flash價格回穩，加上客戶持續回補庫存，PCIe 4.0方案上市，下半年營運展望樂觀。除NAND Flash外，另一記憶體模組廠十銓看好下半年動態隨機存取記憶體(DRAM)整體市場價格跟出貨也有成長空間，營運成長可期。（編輯：楊玫寧）1080708,證券
11,（中央社記者韓婷婷台北8日電）玉晶光公布6月營收新台幣8.58億元，月增22.06%，年增46.06%，創下18個月來新高紀錄，玉晶光表示，6月營收成長動能主要來自於集魚燈及手機新機鏡頭。玉晶光6月營收逆勢成長超過20%，令法人眼睛為之一亮，年成長也相當強勁；累計上半年營收32.06億元，相較去年同期下滑5.94%。根據日前股東會時董事長陳天慶曾指出，受惠產品線更廣，今年機會確實多很多，美系客戶通過認證機種數比去年多，目前產能幾乎滿載，從過去經驗觀察，下半年都是傳統旺季，依訂單看來，客戶拉貨一如預期，下半年有望比上半年好。由於美系客戶在產品規格上非常嚴謹，從歷史軌跡觀察，玉晶光在接新鏡頭業務時很容易因為良率起伏過大，不是大賺就是大賠，陳天慶坦承良率確實是很大的變數，不過歷經幾年努力，技術能力已拉到一定程度，學習曲線可望逐步縮短中，有助穩定度提升。法人表示，玉晶光今年上半年有集魚燈挹注，增添營運動能，淡化原本上半年淡季效應，7月開始預計將進入智慧型手機鏡頭新機量產出貨期，屆時能否將玉晶光整體營運推向全新里程碑，良率依舊是關鍵。（編輯：鄭雪文）1080708,證券
12,（中央社記者張建中新竹8日電）被動元件廠國巨與華新科6月業績同步滑落；其中，國巨6月營收創20個月新低；華新科為4個月新低。國巨自結6月營收新台幣30.68億元，月減5.9%，並創20個月新低。國巨表示，因半年度庫存盤點致工作天數減少，且中美貿易爭端的不確定性高，大中華區的終端需求疲弱，歐美及其它亞洲客戶的拉貨動能也受到影響，是6月營收下滑的主因。華新科6月因年中庫存調節、盤點及中美貿易戰不確定性影響，營收滑落至23.7億元，月減11.7%，年減44.6%，為4個月新低。國巨與華新科第2季業績也同步滑落，國巨第2季營收95.8億元，季減15.9%；華新科第2季營收78.86億元，也較第1季減少5.2%。展望未來，國巨指出，因中美貿易爭端恐延宕耗時，整體終端需求能見度低，對下半年業績及營運依然維持保守基調，並審慎應對。（編輯：蘇志宗）1080708,證券
13,（中央社記者韓婷婷台北8日電）塑膠射出大廠台翰精密上半年營收新台幣11.37億元，年減10.66%，台翰表示，主要受到長期策略調整影響，目前東南亞廠區營收比重己攀升至9成，第3季維持審慎樂觀看法。台翰6月合併營收1.99億元，年減22.84%；今年上半年合併營收11.37億元，由於第2季為印表機傳統出貨淡季，加上今年以來進行優化生產效能、調整產品及客戶結構等策略，使得6月及上半年整體營收表現皆較去年同期減少。台翰表示，雖然營收表現因長期經營策略的調整而短期受到影響，但受惠全球主要多功能事務機/印表機客戶加重於東南亞市場的布局，截至目前為止，東南亞(越南、菲律賓)廠區的營收比重已攀升至高達近9成的水準。台翰指出，近期因美中貿易戰情勢，包括日商夏普、京瓷、理光(Ricoh)等皆有計畫今年將多功能印表機生產基地從中國市場轉移到泰國、越南等，將創造台翰良好的業務發展環境。深耕東南亞市場布局已有14年，日前已接獲多款與主要客戶針對最新材料及技術應用升級新產品共同研發設計的新訂單。展望第3季，台翰預期逐步進入印表機傳統拉貨旺季，將推升整體出貨表現，帶動東南亞生產基地產能稼動率的提升，維持審慎樂觀看法。（編輯：鄭雪文）1080708,證券
14,（中央社記者張建中新竹8日電）太陽能廠聯合再生能源今天宣布，將精簡太陽能電池製造人力，同時將增加模組及系統人才，預計今年內完成。聯合再生能源表示，太陽能電池業務持續虧損，為擴大營運轉型效益，決定減輕太陽能電池虧損的包袱，精簡太陽能電池製造人力，電池產能規模目前維持在2.5至3GW。另方面，聯合再生將不斷擴大太陽能模組、系統與新事業業務，並擴增相關人才，此外，聯合再生展開廠區整合。聯合再生指出，內部有意協助負責太陽能電池生產的員工轉任模組與系統部門，只是有員工意願不高，將會依相關法令規定完成程序。聯合再生不願透露精簡人力數量，僅表示相關人力調整預計今年內完成。配合轉型調整，聯合再生將積極活化資產，包含多餘廠房出租，預計今年完成出租作業，貢獻租金收入。（編輯：郭萍英）1080708,證券
15,（中央社記者江明晏台北8日電）電商平台業者創業家兄弟今天公告6月合併營收達新台幣4.21億元，創下同期歷史新高紀錄，主要受惠618年中慶多波促購、夏日商機添柴火，力拚第3季業績成長。創業家兄弟指出，6月主要受惠於消暑清涼家電買氣大幅升溫，果汁機整體業績較前季同期成長超過4倍，且因應暑假出遊旺季將至，車用兒童相關用品銷量單月成長超過1成；此外，生活市集自有品牌專區正式上線，拉抬相關商品業績達到倍增，而生活市集6週年慶加上618年中慶限時加碼大促，也顯著帶動當日業績較平日成長6.6倍，為6月份挹注營運動能。創業家兄弟總經理廖家欣表示，今年6月生活市集成立滿6週年，並適逢電商年中慶大促，運用波段式促購攻略搶攻上半年最後一波大檔商機，挹注今年生活市集6週年慶業績，整體活動期間流量較去年5週年慶期間大幅成長2.4倍；在618當天同步迎來旗下電商平台累積總交易額突破200億的新里程碑，也看好將為第3季注入成長動能。（編輯：黃國倫）1080708,證券
16,（中央社台北8日電）台股今天跌34.51點，收在10751.22點，成交值新台幣951.55億元。三大法人同步賣超，合計賣超新台幣83.11億元。自營商賣超2.78億元，投信賣超6.35億元，外資及陸資賣超73.98億元。兆豐投顧協理黃國偉表示，台股今天下跌原因來自於亞股走弱，加上外資放暑假，後續將觀察大立光、台積電兩大重量級法說會釋出的展望。市場擔憂台積電恐調降財測，不利目前股價發展，宜持續觀察；大立光法說會則被看好有正面消息釋出，蘋果拉貨潮有利7、8月營收，有助行情止穩。1080708,證券
17,（中央社記者江明晏台北8日電）美股收黑及亞股走弱，台股今天開低走低，盤中逼近10700點關卡，終場以10751.22點作收，守住月線關卡。投顧指出，後續將關注大立光、台積電兩大法人說明會展望。美國公布就業報告強勁，讓聯邦準備理事會（Fed）降息機率隨之降低，美股收黑，自歷史高點拉回。台股加權股價指數今天開低走低，盤中隨亞股走弱跌勢擴大，低點下探至10708點，終場下跌34.51點，收在10751.22點，跌幅0.32%，守住月線10711點，成交值新台幣951.55億元。輝達(NVIDIA)營運部執行副總裁梭基斯特7日發布聲明表示，下一代繪圖處理器仍由台積電生產，化解市場對輝達轉單疑慮。台積電今天股價以240元開出，跌3元，不過，隨後在買盤湧入下，股價震盪走高，一度由黑翻紅，單終場收242.5元，下跌0.21%。股王大立光將於11日舉行法說會，法人表示，台灣電子股受美中貿易戰影響最大，如今兩國釋出和解氣氛，有利華為供應鏈後續表現，大立光股價開高震盪走揚，終場收4115元，漲幅4.18%。兆豐投顧協理黃國偉表示，台股今天下跌原因來自於亞股走弱，加上外資放暑假，後續將觀察大立光、台積電兩大重量級法說會釋出的展望。市場擔憂台積電恐調降財測，不利目前股價發展，宜持續觀察；大立光法說會則被看好有正面消息釋出，蘋果拉貨潮有利7、8月營收，有助行情止穩。他指出，整體而言，目前基本面包括法說會行情、國內外財報利多，將比美中貿易戰進度對盤面影響更大，台股未來兩週指數應會持續區間震盪，向上有11000點壓力區難越過；由於外資放暑假、台積電前景仍有憂慮，向下則以跳空缺口10650點為短線支撐。（編輯：張良知）1080708,證券
18,（中央社台北8日電）台北股市今天下跌34.51點，收10751.22點。7月電子期收428.35點，下跌2.3點，逆價差4.32點；7月金融期收1295.8點，下跌3.2點，逆價差10.1點。7月電子期以428.35點作收，下跌2.3點，成交3027口。8月電子期以423.5點作收，下跌2點，成交30口。電子現貨以432.67點作收，下跌0.99點；7月電子期貨與現貨相較，逆價差4.32點。7月金融期貨以1295.8點作收，下跌3.2點，成交1006口。8月金融期以1279.4點作收，下跌3.4點，成交22口。金融現貨以1305.9點作收，下跌4點；7月金融期貨與現貨相較，逆價差10.1點。實際收盤價以期交所公告為準。1080708,證券
19,（中央社台北8日電）台北股市今天終場跌34.51點，收10751.22點。7月台指期以10665點作收，下跌53點，與現貨相較，逆價差86.22點。台灣期貨交易所為近2個月指數期貨契約訂定開盤參考價為，7月期貨10718點、8月期貨10582點。台股今天終場跌34.51點，收10751.22點，成交金額新台幣951.55億元。7月台指期貨以10665點作收，跌53點，成交10萬5478口；8月期貨以10530點作收，跌52點，成交1238口。實際收盤價格以期交所公告為準。1080708,證券
20,（中央社台北8日電）台北股市今天開低走低，收盤跌34.51點，為10751.22點，跌幅0.32%，成交金額新台幣951.55億元。加權指數開盤為10742.81點，盤中最高10781.11點，最低10708.92點；不含金融股指數9011.06點，跌29.14點。八大類股漲跌幅：泥窯股跌0.37%、食品股跌0.41%、塑化股跌0.6%、紡織股跌0.45%、機電股跌0.23%、造紙股跌0.08%、營建股跌0.37%、金融股跌0.31%。委買張數1015萬9539張，委賣張數660萬5521張，成交張數371萬192張。收盤時上漲300家，下跌494家，持平143家。成交量前5名個股為元大滬深300正2、富邦VIX、元大台灣50反1、友達、群創。漲幅前5名個股為吉祥全、星通、鼎炫-KY、茂林-KY、欣巴巴。跌幅前5名個股為康控-KY、豐達科、怡利電、味全、東華。1080708,證券
21,（中央社記者張建中新竹8日電）半導體矽晶圓廠環球晶6月業績持續攀高，營收達51.24億元，月增4.31%，並為3個月新高；第2季營收新台幣146.93億元，季減5.75%，並為4季新低水準。只因記憶體價格走跌，終端市況混沌不明，客戶需求降溫，環球晶整體第2季營收滑落至146.93億元，季減5.75%，為4季新低。隨著客戶庫存水位升高，環球晶有意給予長約客戶出貨彈性因應，下半年出貨壓力將因而增加，只是環球晶上半年營收302.85億元，年增7.1%，下半年業績仍可望優於上半年，全年營收將較去年成長，並創歷史新高。環球晶母公司中美晶第2季因環球晶業績貢獻減少影響，季營收滑落至166.56億元，季減4.85%；上半年總營收341.6億元，較去年同期略減0.1%。（編輯：黃國倫）1080708,證券
22,（中央社記者江明晏台北8日電）亞股下挫，台股今天開低走低，盤中跌勢擴大，回測月線關卡，暫時守住10700點大關，儘管輝達(NVIDIA)化解市場對台積電掉單疑慮，台積電股價仍疲軟。至11時15分左右，台股加權指數來到10719.24點，下跌66.49點，成交值來到新台幣595.29億元。台股今天開低走低，盤中跌勢擴大，低點約至10708點，回測月線約10710點關卡，目前暫時守住10700點大關，以及季線關卡約10694點。輝達(NVIDIA)營運部執行副總裁梭基斯特發布聲明表示，下一代繪圖處理器仍由台積電生產，化解市場對輝達轉單疑慮。台積電今天股價以新台幣240元開出，跌3元，不過，隨後在買盤湧入下，股價震盪走高，一度由黑翻紅，達244.5元，漲1.5元。股王大立光將於11日舉行法人說明會，法人表示，台灣電子股受美中貿易戰影響最大，如今兩國釋出和解氣氛，有利華為供應鏈後續表現，大立光股價最高來到4090元、漲幅逾3%。宏達電受惠新品出貨，6月營收月增逾9成，激勵今天股價放量強彈逾7%，觸及40元大關，早盤即爆出1.3萬張大量，股價創約2個月新高，躍上季線與半年線。兆豐投顧協理黃國偉表示，台股今天下跌原因來自於亞股走弱，韓股受到LG、三星財報不理想，以及日韓貿易戰衝擊，陸股投資人則擔憂中美貿易談判恐陷入僵局，加上外資放暑假，台股權值股疲軟，導致今天盤勢跌幅擴大。國泰證期指出，就線型架構來看，指數在上週三跳空跌破5日線反壓後，上週四、週五雖然反彈，但10812至10843點的缺口仍未有效回補，且反彈量能並未明顯擴大，今天追價買盤未進場，短線線型仍將持續整理。（編輯：黃國倫）1080708,證券
23,（中央社記者潘智義台北8日電）萬年清環境工程公司今天公布6月合併營收新台幣3039.1萬元，較去年同期減少48%，但1月至6月合併營收為2億8239.9萬元，較去年同期大增127.88%。萬年清表示，因中國勞工薪資提升，加上配合政府規範的成本，使中國生產成本大幅增加，再評估美中貿易戰風險，許多台商已開始調整布局，將生產基地移回台灣或是東南亞國家，預期未來可望有一波新的設廠需求，並同步帶動新廠廢水處理需求。萬年清指出，因長期與食品、化工、光電、造紙、紡織染整、皮革及製藥等產業合作，在台灣及新南向市場已有多年工程實績，此次配合台商新廠設立，可望順利提供經濟有效的廢水處理方案。萬年清指出，通常上半年為營收淡季，但今年在經營團隊積極拓展業務下，上半年已接獲多項大型工程案，並陸續交貨，今年度營運狀況可望優於去年。（編輯：郭萍英）1080708,證券
24,（中央社記者張建中新竹8日電）傳載方案商家登第2季營運表現亮麗，季營收達新台幣6.61億元，季增逾6成，並改寫單季業績歷史新高紀錄。家登自結6月營收2.35億元，較5月減少21.33%，不過，受惠極紫外光(EUV)光罩盒出貨暢旺，加上子公司吳江新創汽車銷售增加，家登6月營收仍較去年同期成長86.36%。隨著國內晶圓代工廠客戶EUV技術即將於下半年導入量產，家登EUV光罩盒出貨放量，第2季總營收竄升至6.61億元，季增達61.9%，並刷新歷史新高紀錄。家登上半年總營收10.69億元，年增49.13%，家登預期，隨著時序逐漸步入傳統旺季，下半年營運可望延續上半年強勁動能，全年業績將可創下歷年最佳成績。家登今天在市場買盤積極湧入下，股價表現強勁，盤中一度達41.9元，漲1.95元，漲幅達4.88%，並創17個多月新高價。（編輯：郭萍英）1080708,證券
25,（中央社記者江明晏台北8日電）宏達電受惠新品出貨，6月營收月增逾9成，市場看好營運回溫，激勵今天股價放量強彈逾7%，一度登上40元大關，早盤爆出1.3萬張大量，股價創約2個月新高。宏達電6月合併營收新台幣14.6億元，月增94.07%，年減34.46%，成長主因來自VR、5G及智慧機等新品出貨帶動；但受到智慧機出貨數量減少，累計今年1至6月合併營收57.5億元，年減63.05%。智慧機市場競爭，宏達電近年積極轉型VR、區塊鏈領域，也瞄準5G商機，但仍處於轉型陣痛期，營收規模不如以往，不過6月營收增溫力道強勁，受惠於VR在軟硬體方面的布局奏效、5G及智慧機等新品出貨帶動。宏達電6月推出兩款新機HTC U19e及HTC Desire 19+，在VR方面除了今年聯手HBO在自家VIVEPORT平台推出「冰與火之歌：權力遊戲」VR內容BEYOND THE WALL，也和法國羅浮宮合作推出「蒙娜麗莎：越界視野」虛擬實境內容。宏達電董事長王雪紅先前在股東會上表示，HTC推動了兩項重要改變，一是讓所有部門聚焦VIVE Reality願景，二是將宏達電重新定位為一家完整的生態系統企業，包括成立了企業虛擬實境解決方案部門，提供服務給製造、設計、零售、汽車、航太、教育、健康照護及娛樂體驗等企業客戶，這些都是宏達電過去未曾深入跨足的龐大市場，可望看到顯著成果。王雪紅也指出，隨著5G發展，將徹底改變VR（虛擬實境）和AR（擴增實境）格局，不久將來會徹底改變現在的產業、企業以及家庭應用設備。暨去年發表第一個5G 產品 HTC 5G Hub，與世界各地重要電信商建立了合作夥伴關係，往後，5G起飛，宏達電在台灣及全世界也會有策略性的發展與布局。（編輯：黃國倫）1080708,證券
26,（中央社記者張建中新竹8日電）手機晶片廠聯發科今天除息，每股配發新台幣9元現金，股價開平走高，一度達313.5元，漲1.5元，填息率約16.66%。聯發科去年度盈餘每股配發6元現金股息，另以資本公積每股配發3元現金，合計每股配發9元現金，總金額達142.87億元，將於8月1日發放。外資、投信與自營商5日聯手買超聯發科2422張，卡位除息行情意味濃厚。聯發科今天股價開平震盪走高，早盤一度達313.5元，漲1.5元，填息率約16.66%。隨著智慧手機晶片等行動運算平台，與物聯網等成長型產品同步成長，聯發科第2季營收可望達596億至638億元，將季增13%至21%。聯發科認為，今年半導體產業是較辛苦的一年，不過，內部將力求將產品與技術做好，並服務好客戶，營運應可保持正常，並安然度過今年。（編輯：趙蔚蘭）1080708,證券
