,新聞,類別
10,（中央社卡諾8日綜合外電報導）奈及利亞聯邦道路安全委員會官員今天表示，北部卡諾州（Kano）一條繁忙道路上發生公車和汽車追撞意外，造成19人死亡，7人受傷。奈及利亞聯邦道路安全委員會（Federal Road Safety Commission，FRSC）官員馬托（Zubairu Mato）表示，這起意外發生在7日，地點位於距卡諾市85公里處的迪亞爾馬迪佳村（Dinyar Madiga）。卡諾市是卡諾州首府。馬托說：「包括2輛公車和2輛汽車的4輛車追撞，造成總共19人死亡。」另有7人受傷。馬托說：「車輛行駛速度快，為了閃避坑洞而追撞。」奈及利亞道路保養維護不足，常釀成交通意外。駕駛粗心大意、超速和不遵守交通規則都是意外發生的原因。北部吉嘉瓦州（Jigawa）附近4月也發生交通意外。一輛超載的巴士途中爆胎打滑翻覆，車上19名參加婚禮的民眾喪命。（譯者：李宛諭/核稿：劉淑琴）1080708,國際
11,（中央社德黑蘭8日綜合外電報導）伊朗宣稱7日起濃縮鈾純度超出2015年與美國及歐洲強權所達成核協議中規範的上限，今天並警告歐洲國家別升高對伊朗的回應。伊朗外交部發言人墨沙維（Abbas Mousavi）表示，若簽署核協議的歐洲國家「採取某些怪異的行動，那麼我們將跳過（縮減承諾方案中）所有接下來的步驟，並執行最後一項」。不過他沒有具體說明打算採取的最後步驟。（譯者：曹宇帆/核稿：林治平）1080708,國際
12,（中央社記者陳妍君馬尼拉8日專電）人權團體「國際特赦組織」今天公布菲律賓掃毒戰調查報告。報告受訪者表示，警方對被視為涉毒分子的貧民毫無憐憫，「警方只是殺戮」、「如果你很窮，你就死定了」。國際特赦組織（Amnesty International）調查報告標題為「他們只是殺戮」（THEY JUST KILL）。國際特赦組織這份報告訪問58人，包括「法外處決」目擊者、受害者家屬和地方官員。國際特赦組織調查的20起案例中，18起發生在警方執法行動中，另外2起受害者遭不知名武裝分子殺害，20起案例共造成27人死亡。記者會背板上，用黑底白字印出受訪者的話：「菲律賓現今局面已不再安全。即使無辜的人也可能死亡或輕易被用沙霧（Shabu，類安非他命毒品）栽贓。人們沒辦法安心…（深夜出門）如果警察質問你，他們會搜索你的口袋，沙霧已經在裡面了，他們會把它放進你口袋裡。他們會殺了你。」國際特赦組織菲律賓分部主任歐拉諾（Butch Olano）說，外界無從得知因掃毒戰遭殺害的確切人數，但根據菲律賓國家警察總署（PNP）的資料，2016年7月到今年5月底，至少6600名涉毒嫌犯被殺，平均每天至少6人被殺。國際特赦組織調查顯示，掃毒戰受害者幾乎都生活在貧困和邊緣化社區。報告引述一名婦女的說法，她的丈夫去年底被警方殺害，丈夫生前必須超時工作以支撐家裡開銷，她不懂為什麼丈夫被指控為大毒販，「只有窮人，他們（警察）只想殺害窮人」。國際特赦組織指出，除了痛失家庭經濟支柱，還有東拼西湊而來的葬禮支出，往往讓貧困家庭更陷入窮困泥沼。菲國警方6月底進行一場掃毒行動時，流彈傷及嫌犯3歲的女兒，女童不幸身亡。對此，前警察總長、參議員德拉羅沙（Bato dela Rosa）回應說：「鳥事難免會發生（Shit happens）」，引發外界譁然。歐拉諾表示，德拉羅沙說法意謂著：「如果你很窮，鳥事會發生在你身上。」菲律賓警方掃毒執法已形成一種殺戮風潮，民調機構「社會氣象站」（Social Weather Stations）調查顯示，約5100萬菲律賓人害怕自己成為掃毒戰受害者。歐拉諾要求總統杜特蒂（Rodrigo Duterte）立即停止警方主導的掃毒戰，改以重視民眾健康和權益的毒品管制措施取代。他也呼籲聯合國人權理事會（U.N. Human Rights Council）通過決議，對掃毒戰中侵犯人權行為展開獨立、公正和有效的調查，並期盼聯合國獨立人權專家持續監控菲律賓法外處決和違反國際法情形。（編輯：周永捷）1080708,國際
13,（中央社記者姜遠珍首爾8日專電）南韓總統文在寅今天在青瓦台表示，一旦日本的貿易限制措施致使南韓企業蒙受實際損失，南韓政府將不得不採取必要的應對措施，這是南韓不願意看到的結果。韓國聯合新聞通訊社指出，文在寅說，日本的限制措施讓南韓企業的生產蒙上陰影，使全球供應鏈受到威脅，他敦促日本撤銷限制出口關鍵半導體材料措施，拿出誠意與南韓磋商。報導指出，文在寅表示，韓日陷入以牙還牙惡性循環的局面是絕不可取的。這是文在寅首次直接回應日本限制對南韓出口關鍵半導體材料，體現他對當前嚴峻形勢的高度重視。日本與南韓因為二戰時期徵用工（遭日本企業強徵的韓國勞工）爭議而使關係惡化，日本政府4日起加強管制含氟聚醯亞胺、光阻劑及蝕刻氣體3項關鍵電子材料出口韓國，一般認為是對南韓的反制。日韓貿易戰一觸即發。報導指出，文在寅警告日本針對司法事務意氣用事的經濟報復演變為韓日零和博弈的風險，並指出若企業受損政府不能坐視不理。報導稱，文在寅表示，不僅南韓，全世界都在擔心官方出於政治目的限制民間企業互惠貿易。日本是實力大幅領先南韓的經濟強國，在此非常時刻，政府和財經界密切溝通協調一致尤為重要。文在寅指示幕僚團隊根據事態發展研討組建官民聯合應急機制，要求青瓦台和相關部會直接聽取受害企業訴求，討論如何解決困難，不遺餘力給予必要的幫助。文在寅表示，希望日方反躬自問有沒有信守自由貿易原則和國際社會透過貿易實現共同繁榮的信念。南韓政府將冷靜爭取外交管道解決，同時力爭將企業短期損失減至最少。報導指出，文在寅承諾將扶持零組件、材料、設備產業列為最優先施政課題，投入預算、稅制等一切政策資源力挺企業，希望企業也擴大技術研發和投資力，與零組件材料廠商相輔相成，合力擺脫對外依賴。文在寅指出，國際信評機構穆迪（Moody）今天維持對南韓的主權信用評級Aa2不變，不僅高出中國和日本兩個級別，而且信用展望穩定，部分人士過度渲染危機動搖市場信心的做法對國民經濟有害無益。（編輯：施燕飛）1080708,國際
14,（中央社紐約7日綜合外電報導）美國女子足球隊今天在世界盃擊敗荷蘭隊，抱回冠軍。美國總統川普除了讚揚她們的表現，並表示會考慮邀請球隊到白宮。川普前幾天才與女足隊長拉皮諾唇槍舌戰。川普（Donald Trump）在推特發文：「恭喜美國隊榮獲世界盃女子足球賽冠軍！這是一場精彩又刺激的球賽，美國以你們為榮！」川普與本屆世足賽最佳球員拉皮諾（Megan Rapinoe）先前在網上爆發爭執，公開出櫃的拉皮諾和川普槓上，在法國女足世界盃期間，她不滿川普對同志不友善而拒唱美國國歌。川普在推特上回擊，發文表示：「國家為梅根（拉皮諾）和球隊做了這麼多，她完全不該對國家、對白宮、對國旗不敬。美國隊表現棒極了！」在拉皮諾的帶領下，美國今天在冠軍戰以2比0擊敗荷蘭，達成2連霸壯舉。她上個月曾公開聲明，就算球隊受邀到白宮，她也不會出席。川普馬上在推特上猛烈反擊：「梅根在發言前應先贏球。完成使命！」川普並承諾，表示無論輸贏都會邀請球隊來白宮。然而，媒體今天詢問川普是否會邀請球隊到白宮，他回應：「我們還沒認真思考過這件事，會開始考慮。」（實習編譯：張廖永臻/核稿：徐崇哲）1080708,國際
15,（中央社倫敦8日綜合外電報導）英國駐美大使達洛許在日前遭外洩的機密電文中稱美國總統川普所領導政府「失能」且「笨拙」。英國國際貿易大臣佛克斯今天表示，此事恐傷害兩國關係，將向川普女兒伊凡卡致歉。佛克斯（Liam Fox）目前正在華府訪問，預定會見伊凡卡．川普（Ivanka Trump）。「我將為我們的公職或政治人物言行不符我方或美方期待這個事實道歉；言行失當在這個具體案例中特別重大且令人無法接受。」佛克斯告訴英國廣播公司電台（BBC Radio）：「這類資訊惡意外洩行為不專業、不道德，也不愛國，且確實足以對雙邊關係造成傷害，並進而影響更廣泛的安全利益。」與此同時，佛克斯認為，達洛許（Kim Darroch）並未做錯任何事，也備受尊崇。佛克斯強調：「這不是大使的問題，而是那位外洩資訊人士的道德問題。」英國「週日郵報」（Mail on Sunday）6日刊登外洩的達洛許回傳英國機密電文，其中對川普和他領導的政府多所批判，引起一陣外交風波。（譯者：陳韻聿/核稿：陳政一）1080708,國際
16,（中央社記者繆宗翰北京8日電）瑞典法庭日前決定釋放中國紅色通緝名單上的逃犯喬建軍。他的律師說，香港「反送中」示威對瑞典決定產生影響。中國外交部今天否認此事與香港遊行有關，並呼籲瑞典盡速引渡。美國之音中文網日前報導，喬建軍在中國百人紅色通緝名單中排名第3。一年前，瑞典當局逮捕了這名重大逃犯後，北京一直要求瑞典能引渡他回國。不過，瑞典高院近日初步決定「不引渡喬建軍」回中國。喬建軍的律師奧爾森里利亞（Henrik Olsson Lilja）受訪時表示，香港發生的大規模反「逃犯條例」大遊行和示威活動，對瑞典方面的相關決定產生了影響。這是一個非常強烈的訊號，表明瑞典不會按照中方的要求引渡喬建軍。中國外交部發言人耿爽今天下午在例行記者會回答相關提問時卻說：「我看不出喬建軍案與香港發生的遊行有什關係」。他表示，喬建軍是國際刑警組織發布紅色通緝令的職務犯罪嫌犯，美國、瑞典多個國家都對他進行刑事調查、起訴，或凍結、沒收資產。耿爽說，中國與瑞典正就引渡喬建軍進行合作，希望瑞典政府與最高法院可以正視喬建軍犯罪事實，盡快將他引渡回中國接受法律制裁，「不做犯罪份子避罪天堂」。另外，國際信評機構穆迪（Moody）日前對香港主權評級發表最新展望時指出，中共對香港「50年不變」承諾的過渡期將於2047年結束。香港可能失去政治、經濟獨立性，以及相對於中國大陸城市競爭優勢，或導致香港極強的體制實力受到削弱，與中國大陸的評級差距縮小。對此，耿爽重申，中國嚴格按照「憲法」與「基本法」辦事，貫徹落實「一國兩制、港人自治、高度自治」方針；並稱香港將進一步融入國家發展大局，獲得成長新動力的「難得機遇」，國際對港合作積極性進一步增強，「我們對香港未來充滿信心」。（編輯：邱國強）1080708,國際
17,（中央社華盛頓7日綜合外電報導）利比亞首都的黎波里附近的戰火，讓石油輸出國家組織（OPEC）成員的利比亞中斷產油風險仍高。強人格達費2011年倒台並遇害後，利比亞就陷於動盪，亟待政治解方終結8年衝突。利比亞面積略大於阿拉斯加，境內沙漠面積就相當於整個阿拉斯加，石油蘊藏量全球第10。強人格達費（Muammar Qaddafi）1969年發動政變推翻王室，實施長年獨裁統治。人口640萬的利比亞靠產油致富，一度從全球最貧困國家之一轉為非洲最富裕國家之一，累積超過1000億美元外匯存底，國內的教育免費，食物、燃料、購屋與健保全都有補貼。利比亞後來成為阿拉伯之春（Arab Spring）革命的沃土，2011年2月引發暴亂導致北約空襲格達費的軍隊。2011年的動亂雖終結格達費長達42年的統治，格達費被俘遇害，但利比亞並未復甦並吸引外來投資，淪為敵對民兵激戰進而演變與後續政府交戰，動盪重創石油出口，並加劇湧向歐洲的難民危機。控制利比亞東部與南部的軍閥哈夫塔（Khalifa Haftar），藉控制石油出口港，施壓由聯合國支持、國際社會所承認的利比亞總理沙拉吉（Fayez al-Sarraj）政府。哈夫塔的軍隊獲俄羅斯、埃及、阿拉伯聯合大公國支持，4月初意外朝的黎波里發動進攻。3個月來戰火造成近千人死亡，包括在一座移民拘留中心的數十人，聯合國安全理事會日前呼籲停火。哈夫塔能否拿下的黎波里，目前還很難說。哈夫塔的軍隊雖較對手更有組織，但他能輕易拿下利比亞南部仍多靠談判而非作戰，而反抗哈夫塔的部隊在的黎波里紮根甚深，民兵戰力也比南部強，要奪下的黎波里恐爆發2011年內戰以來最血腥戰事。若哈夫塔贏得戰事，很可能一統利比亞。他不僅控制全國最強的部隊，還有每天100萬桶的產油量。哈夫塔若能拿下的黎波里西方約50公里的石油精煉與出口重鎮札維耶（Zawiya），就能控制整個利比亞的產油。美國知情官員透露，總統川普今年4月與哈夫塔通電話時，就示意美國支持哈夫塔進攻的黎波里、推翻目前聯合國所支持的政府；外交官員更透露，白宮國家安全顧問波頓（John Bolton）更早之前的來電，更讓哈夫塔覺得美國開綠燈，要他揮師的黎波里。這些已遠超過白宮對川普4月15日與哈夫塔通話後所發聲明的程度；當時聲明僅能看出川普技術性地承認哈夫塔為利比亞領袖，來削弱的黎波里的沙拉吉政府。（譯者：陳亦偉/核稿：劉淑琴）1080708,國際
18,（中央社記者唐佩君布魯塞爾8日專電）美國總統川普與北韓領導人金正恩6月30日「川金會」宣布將重啟磋商後，美國北韓政策特別代表畢根今天展開訪歐行程，顯示雙邊正推進談判工作。川普與金正恩6月30日在南北韓邊境板門店南韓轄區「自由之家」會晤，並宣布2至3週內重啟與北韓磋商，雖然沒有簽署正式公報，但會後雙方都說會繼續工作會談，以重啟停滯的核子談判。美國國務院7月6日發布新聞稿，指出畢根（Stephen Biegun)將在7月8、9日訪問比利時布魯塞爾，另在7月10、11日訪問德國柏林，訪歐期間將會見南韓外交部和平交涉本部長李度勳（Lee Do-hoon）。位於比利時布魯塞爾的美國大使館上午發布訊息，表示畢根今天在布魯塞爾努力推動實現北韓最終、充分驗證的全面無核化。但美方並沒有說明畢根是否已與李度勳或其它歐盟官員會面。在「川金會」後的一週，畢根展開訪歐行頗受關注，顯示正推動雙邊談判及相關各方溝通。過往曾傳出由於金正恩曾在瑞士留學，對當地情況較為熟悉，白宮方面曾提議在瑞士舉行第二次「川金會」；此外瑞典、瑞士等中立國家也被列為潛在候選地點，但考慮金正恩專機續航力，過去雙方優先在亞洲國家會面，歐洲正密切觀察這次畢根是否會在訪歐期間挑出幾個未來可能的「川金會」候選國。（編輯：施燕飛）1080708,國際
19,（中央社倫敦8日綜合外電報導）1名男子今天清晨攀爬英國倫敦夏德摩天大樓（The Shard）的玻璃外牆，並未遭到逮捕。夏德摩天大樓高310公尺，是西歐最高的摩天大樓。英國警方表示，他們在凌晨5時15分接獲通報，稱1名男子正在攀爬夏德摩天大樓。「衛報」（Guardian）報導，他事後曾與警方談話，但並未遭到逮捕。夏德摩天大樓鄰近倫敦橋（London Bridge），有1間零售商場、1間飯店和許多辦公室、餐廳進駐在此。（譯者：李宛諭/核稿：林治平）1080708,國際
20,（中央社馬尼拉8日綜合外電報導）國際特赦組織（Amnesty International）今天指控，菲律賓總統杜特蒂（Rodrigo Duterte）的掃毒戰役已變成有系統地武力濫用，敦促聯合國應就數千人被殺展開調查。掃毒戰是杜特蒂的指標性倡議，並廣獲菲律賓人民支持，然而菲國警察為掃毒暗夜殺人，卻激起國際譴責。國際特赦組織在2016年掃毒戰爭進行以來的第2份報告裡指出，被列為掃毒目標者大多來自「毒品觀察名單」，這些多為窮人。總部設於倫敦的國際特赦組織指出，多數的名單是由承受警方極大壓力的地方官員所提供；報告指出「更糟的是，榜上有名者似為無限期列名，即便已接受相關治療或不再施用毒品，也無法除名」。國際特赦組織表示目前無法計算已有多少人在掃毒戰中被殺，指控馬尼拉當局蓄意隱瞞與誤導，讓受害者家屬感到絕望。菲國政府的官方數字為5300多名嫌疑人遭警方殺害，但監督團體認為，實際數量是官方說法的4倍。國際特赦組織東亞分部主任林偉（Nicholas Bequelin）表示：「評估目前情況時，最重要的是我們相信這本質上已是有系統的暴力。」（實習編譯：賴言曦/核稿：陳亦偉）1080708,國際
21,（中央社尼阿美7日綜合外電報導）非洲國家今天在尼日進行的非洲聯盟（AU）峰會，正式推出具里程碑意義的自由貿易區，這個自由貿易區備受期待，被譽為向整個非洲大陸「和平繁榮」的目標邁出歷史性的一步。歷經17年艱難的協商，非洲聯盟終於達成這項自由貿易協定，如今展開非洲大陸自由貿易區（AfCFTA）的「運作階段」，非洲聯盟委員會主席馬哈馬特（Moussa Faki Mahamat）形容這是「歷史性」的一刻。馬哈馬特說：「多年的夢想實現了，發起的先賢必定很驕傲。」他指出，非洲大陸自由貿易區將是「世上最大的貿易區」。尼日（Niger）總統依蘇福（Mahamadou Issoufou）讚揚說，這是「1963年成立非洲統一組織（Organization of African Unity）以來最偉大的歷史事件」。非洲統一組織是非洲聯盟前身。非洲聯盟官員宣布，展開非洲大陸自由貿易區的5項「運作工作」。非洲聯盟委員會宣布，非洲聯盟會員國同意分享「原產地原則」，監督和消除非關稅壁壘，統一線上支付系統和非洲貿易看板。為期兩天的峰會今天早上在尼日首都尼阿美（Niamey）展開時，奈及利亞和貝南（Benin）兩國總統在熱烈掌聲中簽署這項自由貿易協定，給了落實協定一大助力。奈及利亞和貝南加入後，非洲聯盟55個會員國中有54國已經簽署協定，唯一未簽的厄利垂亞也宣布將考慮加入。大約4500名代表和嘉賓，包括32位國家元首和超過100位部長，參加了在尼阿美的非洲聯盟峰會。這個城市特別改造，有全新的機場、升級的道路，和為此打造的新飯店。（譯者：李晉緯/核稿：林治平）1080708,國際
22,（中央社記者繆宗翰北京8日電）外媒報導，許多新疆維族人被送往「再教育營」後，當局擴建寄宿學校，集中管理他們的孩子。中國外交部今天再度否認再教育營說法，並指「培訓學員」週末可以回家照料子女。英國廣播公司（BBC）5日報導，中國將大批維吾爾族成人送進「再教育營」改造的同時，也大規模擴建寄宿學校。一些人在土耳其的維族父母，難過地拿著子女相片，擔心他們已被送進了孤兒院。中國外交部發言人耿爽今天下午在例行記者會，首先對提出相關問題的港媒記者說「你應該經常來外交部記者會，所以你怎麼還在說新疆再教育營呢？我要糾正你一下，在新疆不存在『再教育營』」。他接著宣稱，中國在新疆設立的是「職業技能教育培訓中心」，「這是中國新疆採取的預防性反恐與去極端化措施」。耿爽還說，新疆教培中心學員在「學習」期間，子女由其他家庭成員照顧，「學員本人週末可以回家照顧子女，平時有事可以請假，並不存在父母與子女長期離散問題」。根據BBC報導，新疆有一處城鎮就有400多名兒童的雙親不是被送往再教育營，就是鋃鐺入獄。當局展開官方評估，判斷這些孩童是否需要「集中照顧」。報導指出，新疆幼兒園入學兒童總數從2017年開始，在短短一年內增加50多萬，維吾爾族及其他穆斯林少數族群兒童就占成長人數的9成以上。新疆學齡前入學率從低於全國平均值，躍升成目前全中國第一。（編輯：邱國強）1080708,國際
23,（中央社日內瓦8日綜合外電報導）伊朗國防部長哈塔米（Amir Hatami）今天表示，英國上週扣押伊朗油輪，是無可容忍的威脅舉動。不過伊朗陸軍司令墨沙維將軍今天則透過半官方梅爾通訊社（Mehr）表示，伊朗不打算和任何國家開戰。英國皇家海軍陸戰隊4日懷疑伊朗油輪Grace 1企圖違反歐洲聯盟（EU）制裁運送原油至敘利亞，因此在英屬直布羅陀扣押這艘油輪。伊朗否認Grace 1準備前往敘利亞。英屬直布羅陀當局表示，最長可扣押Grace 14天。伊朗革命衛隊（Revolutionary Guards）指揮官揚言扣押英國船隻以牙還牙。哈塔米今天在國家電視台現場播出的演說中表示：「這些日子我們目擊到英國政府在直布羅陀海峽對伊朗的威脅舉動，這是不正確、錯誤的行為，相當於海上搶劫...這種搶劫行為當然無法被容忍。」哈塔米也提及，伊朗上月擊落美國無人機，是要傳達伊朗會捍衛邊界的訊息。但華府表示，無人機是在國際海域遭擊落。（譯者：鄭詩韻/核稿：陳政一）1080708,國際
24,（中央社日內瓦8日綜合外電報導）伊朗國防部長哈塔米（Amir Hatami）今天在國營電視台發表直播演講指出，英國上週扣押一艘伊朗油輪是帶有威脅意味的錯誤舉動。路透社報導，英國皇家陸戰隊因懷疑這艘油輪企圖違反歐盟制裁，運送原油至敘利亞，4日將其扣押。這項突來的干預舉動引發德黑蘭當局憤怒，可能致使伊朗與西方國家對立情勢升溫。英國海外領地直布羅陀政府5日表示，已獲當地最高法院裁定得扣押油輪14天。伊朗革命衛隊（Revolutionary Guards）一名指揮官也在同天揚言，將扣押一艘英國船隻作為報復。另外，哈塔米也說，伊朗上月擊落美方一架無人機所傳遞的訊息就是，伊朗會防衛邊境。華府方面則宣稱無人機是在國際領空被擊落。（譯者：王品軒/核稿：林治平）1080708,國際
25,（中央社東京8日綜合外電報導）日本共同社報導，日本歷史研究者松野誠找到一份據稱是舊日本陸軍毒氣部隊的作戰詳細報告，記載了曾在中日戰爭時使用毒氣彈的化學武器，是首度發現軍方報告記載日軍使用化武。報導中說，日本發現一份記載中日戰爭期間的作戰詳細報告。1939年，舊日本陸軍毒氣戰部隊曾在中國北方作戰時，使用裝有讓皮膚及粘膜潰爛的「糜爛劑」，及強烈刺激呼吸器官的「噴嚏劑」毒氣彈。歷史研究者松野誠也找到相當於部隊正式報告的「戰鬥詳報」。松野表示，這是首次發現毒氣戰部隊自身詳細記錄使用情況的報告。由於舊日本軍在二次大戰戰敗時，有組織地廢棄了紀錄類的文件，以致無法弄清使用毒氣的全貌；而這次的戰鬥詳報記錄了目前還不十分清楚的早期糜爛劑使用情況等。松野說，對日中戰爭期間戰場實際情況，已弄清楚的部分只是冰山一角，「有必要弄清事實，從中汲取教訓，不再重演悲慘歷史」。這份戰鬥詳報是當時在中國北方作戰的北支那方面軍附屬毒氣戰部隊「迫擊第5大隊」所記錄的文件，約100頁的內容中，記載了戰鬥情況、砲彈使用情況及毒氣彈使用命令的副本等。報告指出，大隊接到上級部隊命令，決定使用裝有糜爛劑的砲彈「黃彈」，及加入噴嚏劑的「紅彈」的戰鬥方針。在1939年7月6日的戰鬥中，日方向用機槍迎戰日軍步兵的中國軍陣地，發射了31枚紅彈；7月17日為支援步兵，使用了60枚紅彈及28枚黃彈；7月18日，又使用了140枚紅彈及20黃彈進行砲擊。報告分析毒氣彈威力指出，對在山岳地區構築堅固陣地的敵人，「使用紅彈進行攻擊不可或缺」；針對首次使用的黃彈，報告給予「效果非常大」的評價。松野表示，這是在目前已確認的資料中，「地面部隊在中國使用黃彈的首件案例」。舊日本陸軍為避免留下戰爭犯罪證據而廢棄紀錄類文件，這次發現的資料可能是由部隊相關人士私人保管「倖免於難」。松野是日本現代史研究者，2010年在明治大學獲得史學博士學位，並出版多本關於日軍生化武器等書、資料集和論文。他把戰鬥詳報的詳細內容與分析彙整成論文，將刊登在日本月刊雜誌「世界」8月號。（譯者：黃名璽/核稿：陳政一）1080708,國際
26,（中央社德黑蘭8日綜合外電報導）美國地質調查所（USGS）通報，伊朗阿瓦茲市（Ahvaz）東方84公里處今天發生規模5.6地震。路透社報導，截至目前尚未傳出任何損害或傷亡。（譯者：張正芊/核稿：陳政一）1080708,國際
27,（中央社羅馬7日綜合外電報導）國際救援組織救難船遭義大利拒絕靠岸，馬爾他總理慕斯凱特今天表示，馬爾他將安置救難船亞藍庫迪號（Aylan Kurdi）船上的65名移民到歐盟其他國家。慕斯凱特（Joseph Muscat）推文說，在與歐盟執委會和德國政府討論之後，這65人將由亞藍庫迪號移至馬爾他軍方的「資產」，之後再進入馬爾他一處港口。他補充說，船上所有獲救人員將立即安置到其他歐盟國家。亞藍庫迪號最近幾天在義大利拉姆培杜薩島（Lampedusa Island）外海等候，之後又被禁止進入馬爾他水域，這是一週之內第3艘躍上頭條新聞版面的救難船。由於國際對移民危機的回應，讓緊張情勢升高，義大利極右派副總理兼內政部長薩爾維尼（Matteo Salvini）試圖禁止移民船進入義大利港口。今天稍早，有數十名船難獲救的移民，在船隻停泊義大利拉姆培杜薩島時，登上了岸。救援組織「地中海」（ Mediterranea）的義大利籍救難船「艾力克斯號」（Alex）昨天抵達港口，約41名移民最終獲准離船上岸。義大利艾吉新聞社（Agi）報導，船長史特拉（Tommaso Stella）因涉嫌協助非法入境，目前正在接受調查。薩爾維尼上月頒布命令，針對未獲准而進入義大利水域的船隻，將懲處船長、船東以及船隻業者，最高可處罰鍰5萬歐元（5.7萬美元）。法新社報導，「艾力克斯號」抵達義大利港時，薩爾維尼還表示，他將提高罰鍰至最高100萬歐元。救援組織「地中海」（Mediterranea）昨天推文表示，船已經駛向「唯一可能安全上岸的港口」，並說船上衛生情況已無法忍受。（譯者：紀錦玲/核稿：劉淑琴）1080708,國際
28,（中央社東京8日綜合外電報導）日本政府內閣官房副長官西村康稔今天談到對南韓祭出口管制措施時說，「過去曾發生不適當案例是事實，但無法回答具體內容」；他也提到日韓雙方至少3年無法相互理解。日媒日前報導，日本首相安倍晉三政府對南韓政府的強硬姿態愈來愈鮮明。日韓關係因前徵用工（遭日本企業強徵的南韓勞工）爭議受損，日本4日正式啟動加強管制半導體原料出口南韓措施，安倍晉三也加重對南韓政府的批評語調。日本產經新聞報導，西村康稔在上午記者會談到關於強化管制半導體原料出口南韓時說，「背景是雙方至少3年以上無法充分相互理解及交換意見」。報導指出，這意味在南韓總統文在寅2017年5月上任以前，日韓雙方政府就已經無法相互理解。至於祭出口管制措施的理由，西村說，「過去曾發生不適當案例是事實」。儘管執政黨內有人認為南韓曾把進口產品暗中賣給北韓，西村說，「無法回答具體內容」。（譯者：黃名璽/核稿：陳政一）1080708,國際
29,（中央社卡拉卡斯7日綜合外電報導）委內瑞拉反對派議員今天表示，正值委國燃料嚴重短缺、石油產業遭受危機重創之際，委國最大煉油廠區昨天發生大停電。國民議會（National Assembly）議員史特凡內里（Luis Stefanelli）告訴法新社說，阿姆瓦依（Amuay）和卡東（Cardon）兩座煉油廠昨晚「大停電」。他說，兩座煉油廠都已關閉，不准進入；目前由國家衛隊（National Guard）和委內瑞拉國家情報局（SEBIN）人員接管。史特凡內里補充說，煉油廠工人已被拘禁。儘管委內瑞拉擁有全球最大原油蘊藏量，但燃料短缺卻愈來愈嚴重。石油產業因貪腐、管理不善，最近更因美國制裁而受重創。委內瑞拉停電是家常便飯，自3月以來更是停電頻繁，在內陸地區情況尤為嚴重；另外，加油站也常見大排長龍。委內瑞拉國營石油公司（PDVSA）尚未對此置評。而史特凡內里表示，煉油廠區所在位置帕拉瓜納（Paraguana）半島大部分地區都無電可用。史特凡內里表示，帕拉瓜納半島煉油廠在高峰時期，每天提煉95萬桶原油，生產28萬桶汽油，但目前汽油生產已降至每天8萬桶左右。（譯者：紀錦玲/核稿：陳昱婷）1080708,國際
30,（中央社坎培拉8日綜合外電報導）律師表示，澳洲華裔作家楊恆均被中國當局扣留6個月後，其妻試圖離境遭拒。美聯社報導，楊恆均1月偕妻子袁小靚和14歲的繼女抵達中國後，被拘留至今。一家人委任的澳洲籍律師史塔瑞（Rob Stary）今天表示，袁小靚4日想從北京的機場飛回澳洲，但被攔下。史塔瑞表示，6個月來，澳洲未能說服中國讓袁小靚離境，是澳洲政府沒盡到責任。澳洲外交部長潘恩（Marise Payne）今天針對楊恆均的案子發出聲明，但未評論袁小靚出境遭拒一事。（譯者：鄭詩韻/核稿：陳政一）1080708,國際
